cluster	status	loglr	df	p	p.adjust	genes
chr14:clu_965_NA	Success	1.2768103978201	2	0.27892554465258	0.595363852360388	TTC7B
chr14:clu_966_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr14:clu_967_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPS6KA5
chr14:clu_968_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPS6KA5
chr14:clu_969_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr14:clu_97_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	JPH4
chr14:clu_970_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPS6KA5
chr14:clu_971_NA	Success	1.4763616149376	1	0.0857329797332968	0.32900065800805	C14orf159
chr14:clu_972_NA	Success	-2.54735281231991	2	1	1	C14orf159
chr14:clu_973_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C14orf159
chr14:clu_974_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C14orf159
chr14:clu_975_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C14orf159
chr14:clu_976_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C14orf159
chr14:clu_977_NA	Success	0.150703862788738	1	0.583001246280573	0.849466771480875	C14orf159
chr14:clu_978_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_979_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTD-2547L24.3
chr14:clu_98_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	JPH4
chr14:clu_980_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC88C
chr14:clu_981_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMEK1
chr14:clu_982_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMEK1
chr14:clu_983_NA	Success	0.850213288226314	2	0.427323779097252	0.732623094953571	SMEK1
chr14:clu_984_NA	Success	0.0257665912669438	1	0.820416578672379	0.987843640850549	SMEK1
chr14:clu_985_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMEK1
chr14:clu_986_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TC2N
chr14:clu_987_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBLN5
chr14:clu_988_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBLN5
chr14:clu_989_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBLN5
chr14:clu_99_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	JPH4
chr14:clu_990_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRIP11
chr14:clu_991_NA	Success	0.898883443769478	2	0.407023871156428	0.715412008129667	TRIP11
chr14:clu_992_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRIP11
chr14:clu_993_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-529H20.6
chr14:clu_994_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATXN3
chr14:clu_995_NA	Success	8.95977667757279	2	0.00012847494186677	0.00747306459883164	ATXN3
chr14:clu_996_NA	Success	0.00314194064924322	1	0.936817123226086	1	NDUFB1
chr14:clu_997_NA	Success	0.10056752500202	1	0.653806222074537	0.893458021917252	CPSF2
chr14:clu_998_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CPSF2
chr14:clu_999_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CPSF2
chr15:clu_8364_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HERC2P3
chr15:clu_8365_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P3
chr15:clu_8366_NA	Success	1.27322809368303	1	0.110541952443822	0.374399989704357	HERC2P3
chr15:clu_8367_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P3
chr15:clu_8368_NA	Success	-3.76416553184981	4	1	1	HERC2P3
chr15:clu_8369_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBEAP1
chr15:clu_8370_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBEAP1
chr15:clu_8371_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-403B2.7,NBEAP1
chr15:clu_8372_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUBGCP5
chr15:clu_8373_NA	Success	0.146299518900378	1	0.588559799582069	0.853458690097639	TUBGCP5
chr15:clu_8374_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUBGCP5
chr15:clu_8375_NA	Success	0.383722253732458	1	0.381008777209674	0.692466006047689	TUBGCP5
chr15:clu_8376_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUBGCP5
chr15:clu_8377_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CYFIP1
chr15:clu_8378_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CYFIP1
chr15:clu_8379_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CYFIP1
chr15:clu_8380_NA	Success	0.397527979141955	1	0.372575679860749	0.685236362479422	NIPA2
chr15:clu_8381_NA	Success	5.135707158098	4	0.0360956896740026	0.202371045091519	NIPA2
chr15:clu_8382_NA	Success	1.90389629701798	1	0.0510146399994077	0.249507046589762	NIPA1
chr15:clu_8383_NA	Success	0.235927121552379	2	0.789838234019699	0.971888963297415	NIPA1,RP11-566K19.6
chr15:clu_8384_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-566K19.6
chr15:clu_8385_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-26F2.1
chr15:clu_8386_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WHAMMP3
chr15:clu_8387_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WHAMMP3
chr15:clu_8388_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WHAMMP3
chr15:clu_8389_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	WHAMMP3
chr15:clu_8390_NA	Success	1.1839584761376	1	0.123852216395777	0.395469705570941	HERC2P2
chr15:clu_8391_NA	Success	0.0405411404402969	1	0.775836060042577	0.965561672038872	HERC2P2
chr15:clu_8392_NA	Success	0.533528634937966	2	0.586531657749422	0.852506870347757	HERC2P2
chr15:clu_8393_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P2
chr15:clu_8394_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P2
chr15:clu_8395_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8396_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P2
chr15:clu_8397_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P2
chr15:clu_8398_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P2
chr15:clu_8399_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P2
chr15:clu_8400_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P2
chr15:clu_8401_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P2
chr15:clu_8402_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8403_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8404_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8405_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8406_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8407_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8408_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8409_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PWRN1
chr15:clu_8410_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8411_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8412_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8413_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8414_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PWRN1
chr15:clu_8415_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8416_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PWRN3
chr15:clu_8417_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8418_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8419_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8420_NA	Not enough valid samples	NA	NA	NA	NA	PWRN1
chr15:clu_8421_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PWRN1
chr15:clu_8422_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PWRN1
chr15:clu_8423_NA	Success	0.144958055476877	1	0.590274293354826	0.854738152185118	PWRN1
chr15:clu_8424_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PWRN1
chr15:clu_8425_NA	Success	4.38404558323441	5	0.118679494765261	0.388856421709853	SNRPN
chr15:clu_8426_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr15:clu_8427_NA	Success	11.6102888401929	7	0.00156016740175088	0.0354960629670027	SNRPN,SNURF
chr15:clu_8428_NA	Success	0.329748164007469	3	0.882686879471561	1	SNRPN,SNURF
chr15:clu_8429_NA	Success	1.22728646287237	2	0.293086801533141	0.609934605657971	SNRPN
chr15:clu_8430_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNRPN
chr15:clu_8431_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNRPN,SNURF
chr15:clu_8432_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNURF,SNHG14
chr15:clu_8433_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8434_NA	Success	1.67599855395747	3	0.340470935988414	0.655187188859613	SNURF,SNHG14
chr15:clu_8435_NA	Success	0.212696114498613	2	0.80840176146838	0.98239908300239	SNHG14
chr15:clu_8436_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-701H24.10
chr15:clu_8437_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8438_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8439_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14,RP11-701H24.10
chr15:clu_8440_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SNORD116-1
chr15:clu_8441_NA	Success	0.458143069457378	1	0.338452004128606	0.653485892764407	SNHG14
chr15:clu_8442_NA	Success	-1.14200253666377	5	1	1	SNHG14
chr15:clu_8443_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SNORD116-3
chr15:clu_8444_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SNORD116-5
chr15:clu_8445_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8446_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8447_NA	Success	3.09106144947305	2	0.0454536820029862	0.232254647462624	SNHG14
chr15:clu_8448_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8449_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8450_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8451_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8452_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8453_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8454_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8455_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8456_NA	Success	-0.987436129850948	4	1	1	SNHG14
chr15:clu_8457_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8458_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8459_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8460_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8461_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr15:clu_8462_NA	Success	1.30161613279142	1	0.106646013286315	0.368231556952519	SNHG14
chr15:clu_8463_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr15:clu_8464_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8465_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8466_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8467_NA	Success	-4.19210232962541e-05	1	1	1	SNHG14
chr15:clu_8468_NA	Success	3.63280238895709	3	0.063897016375181	0.280806080019113	SNHG14
chr15:clu_8469_NA	Success	0.355400064683863	1	0.39917831625438	0.708524000243094	SNHG14
chr15:clu_8470_NA	Success	0.388732475263851	2	0.677915604950445	0.908043245459806	SNHG14
chr15:clu_8471_NA	Success	2.67775784982268	3	0.147540354134332	0.433214699749174	SNHG14
chr15:clu_8472_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8473_NA	Not enough valid samples	NA	NA	NA	NA	SNHG14
chr15:clu_8474_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8475_NA	Success	2.71089146643953	2	0.0664775178157951	0.28669340042692	SNHG14
chr15:clu_8476_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8477_NA	Success	0.592591209633611	3	0.756560329310014	0.95400018867587	SNHG14
chr15:clu_8478_NA	Success	0.052003776353331	1	0.747072407932798	0.949255460332559	SNHG14
chr15:clu_8479_NA	Success	2.50642708294731	5	0.414313462377795	0.722422803092346	SNHG14
chr15:clu_8480_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8481_NA	Success	7.2701421308293	5	0.0125182954792956	0.11310346927889	SNHG14
chr15:clu_8482_NA	Success	0.111031201325204	2	0.894910826089705	1	SNHG14
chr15:clu_8483_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8484_NA	Success	0.481287069815835	1	0.326539176188272	0.643424125716616	SNHG14
chr15:clu_8485_NA	Success	7.06628940939686	2	0.000853393836608311	0.0246576714045685	SNHG14
chr15:clu_8486_NA	Success	17.1043317092444	7	1.57428965806939e-05	0.00179392443746952	SNHG14
chr15:clu_8487_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8488_NA	Success	0.347639668221632	1	0.404374466523285	0.712877530711698	SNHG14
chr15:clu_8489_NA	Success	2.32354712987399	1	0.0311061599781851	0.187494403788877	SNHG14
chr15:clu_8490_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8491_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG14
chr15:clu_8492_NA	Success	2.70414966869203	5	0.368105989177078	0.680537892626107	SNHG14
chr15:clu_8493_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8494_NA	Success	3.03147072100376	1	0.0138047566781099	0.118378044193988	SNHG14
chr15:clu_8495_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr15:clu_8496_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_8497_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE3A
chr15:clu_8498_NA	Success	5.63258835438091	7	0.127463122083466	0.401248879115321	UBE3A
chr15:clu_8499_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8500_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP10A
chr15:clu_8501_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP10A
chr15:clu_8502_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-1084I9.1
chr15:clu_8503_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-1084I9.1
chr15:clu_8504_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GABRB3
chr15:clu_8505_NA	Success	1.68991060124335	2	0.184536020546386	0.48469889262348	GABRB3
chr15:clu_8506_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8507_NA	Success	-0.0248410445574336	2	1	1	GABRB3
chr15:clu_8508_NA	Success	4.27687734144229	4	0.0732744842265656	0.302103739436902	GABRA5
chr15:clu_8509_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GABRA5
chr15:clu_8510_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GABRA5
chr15:clu_8511_NA	Success	0.0247036322689382	1	0.824097905747539	0.989334544966098	GABRG3
chr15:clu_8512_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8513_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GABRG3
chr15:clu_8514_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8515_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OCA2,RP11-30G8.1
chr15:clu_8516_NA	Success	1.248241057136	1	0.114100915710964	0.380747706516331	OCA2
chr15:clu_8517_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OCA2
chr15:clu_8518_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OCA2
chr15:clu_8519_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OCA2
chr15:clu_8520_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OCA2
chr15:clu_8521_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8522_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8523_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8524_NA	Success	0.0695256238495858	1	0.709226027954541	0.926680656752941	HERC2
chr15:clu_8525_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8526_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8527_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8528_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8529_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8530_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8531_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8532_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8533_NA	Success	0.544220714873973	2	0.580293821527494	0.848147446714598	HERC2
chr15:clu_8534_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2
chr15:clu_8535_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HERC2
chr15:clu_8536_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P9
chr15:clu_8537_NA	Success	1.29327907474223	1	0.107774305075231	0.369625532219566	HERC2P9
chr15:clu_8538_NA	Not enough valid samples	NA	NA	NA	NA	HERC2P9
chr15:clu_8539_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P9
chr15:clu_8540_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P9
chr15:clu_8541_NA	Not enough valid samples	NA	NA	NA	NA	HERC2P9
chr15:clu_8542_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P9
chr15:clu_8543_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC2P9
chr15:clu_8544_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GOLGA8M,RP11-578F21.6
chr15:clu_8545_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WHAMMP2
chr15:clu_8546_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WHAMMP2
chr15:clu_8547_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-578F21.12,RP11-578F21.10
chr15:clu_8548_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-578F21.12,RP11-578F21.10
chr15:clu_8549_NA	Not enough valid samples	NA	NA	NA	NA	RP11-578F21.12
chr15:clu_8550_NA	Not enough valid samples	NA	NA	NA	NA	RP11-578F21.12
chr15:clu_8551_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-578F21.12
chr15:clu_8552_NA	Success	0.74287932797526	1	0.222875696160517	0.535240246139425	APBA2
chr15:clu_8553_NA	Success	-4.50586764202421	2	1	1	APBA2
chr15:clu_8554_NA	Success	0.0145860128013737	1	0.864382443365824	1	APBA2
chr15:clu_8555_NA	Success	-2.06537661930997	2	1	1	APBA2
chr15:clu_8556_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	APBA2
chr15:clu_8557_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	APBA2
chr15:clu_8558_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM189A1
chr15:clu_8559_NA	Success	-1.43260483519805	2	1	1	FAM189A1
chr15:clu_8560_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM189A1
chr15:clu_8561_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TJP1
chr15:clu_8562_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TJP1
chr15:clu_8563_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TJP1
chr15:clu_8564_NA	Not enough valid samples	NA	NA	NA	NA	TJP1
chr15:clu_8565_NA	Success	11.3170322970968	4	0.000149824004960826	0.00781170990121569	TJP1
chr15:clu_8566_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TJP1
chr15:clu_8567_NA	Success	-0.11434909273737	1	1	1	TJP1
chr15:clu_8568_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TJP1
chr15:clu_8569_NA	Success	3.13104053687468	1	0.0123349224194254	0.11290756893688	TJP1
chr15:clu_8570_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_8571_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GOLGA8T,GOLGA8Q,ARHGAP11B
chr15:clu_8572_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTD-3092A11.1
chr15:clu_8573_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGAP11B
chr15:clu_8574_NA	Success	0.251608614848148	1	0.478089900119491	0.77225587792783	FAN1,RP11-540B6.3
chr15:clu_8575_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAN1
