cluster	status	loglr	df	p	p.adjust	genes
chr15:clu_3108_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RYR3
chr15:clu_3109_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KATNBL1
chr15:clu_3110_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KATNBL1
chr15:clu_3111_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KATNBL1
chr15:clu_3112_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC4
chr15:clu_3113_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC12A6
chr15:clu_3114_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LPCAT4
chr15:clu_3115_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOLGA8A
chr15:clu_3116_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOLGA8A
chr15:clu_3117_NA	Success	0.66876539027794	2	0.51234072832084	0.776522004214113	GOLGA8A
chr15:clu_3118_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOLGA8A
chr15:clu_3119_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr15:clu_3120_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOLGA8A,GOLGA8B
chr15:clu_3121_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOLGA8B,GOLGA8A
chr15:clu_3122_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOLGA8B,GOLGA8A
chr15:clu_3123_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AQR
chr15:clu_3124_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DPH6
chr15:clu_3125_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DPH6
chr15:clu_3126_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MEIS2
chr15:clu_3127_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MEIS2
chr15:clu_3128_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MEIS2
chr15:clu_3129_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FSIP1
chr15:clu_3130_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GPR176
chr15:clu_3131_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EIF2AK4
chr15:clu_3132_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRP14-AS1
chr15:clu_3133_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PAK6,RP11-133K1.2
chr15:clu_3134_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLCB2
chr15:clu_3135_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLCB2
chr15:clu_3136_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DISP2
chr15:clu_3137_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IVD
chr15:clu_3138_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BAHD1
chr15:clu_3139_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	INO80
chr15:clu_3140_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OIP5-AS1
chr15:clu_3141_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NDUFAF1
chr15:clu_3142_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPAP1
chr15:clu_3143_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TYRO3
chr15:clu_3144_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MGA
chr15:clu_3145_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MGA
chr15:clu_3146_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MGA
chr15:clu_3147_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS39
chr15:clu_3148_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS39
chr15:clu_3149_NA	<=1 sample with coverage>0	NA	NA	NA	NA	RP11-164J13.1
chr15:clu_3150_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS39
chr15:clu_3151_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM87A
chr15:clu_3152_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM87A
chr15:clu_3153_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GANC
chr15:clu_3154_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GANC
chr15:clu_3155_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-164J13.1,CAPN3
chr15:clu_3156_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF106
chr15:clu_3157_NA	Success	1.07972777869355	1	0.141694887986426	0.335901960133452	ZNF106
chr15:clu_3158_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF106
chr15:clu_3159_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HAUS2
chr15:clu_3160_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STARD9
chr15:clu_3161_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STARD9
chr15:clu_3162_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TTBK2
chr15:clu_3163_NA	Success	4.01136687914712	1	0.00461937907576243	0.0287130637641702	TTBK2
chr15:clu_3164_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TTBK2
chr15:clu_3165_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR1
chr15:clu_3166_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR1
chr15:clu_3167_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM62
chr15:clu_3168_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM62
chr15:clu_3169_NA	Not enough valid samples	NA	NA	NA	NA	CCNDBP1
chr15:clu_3170_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ADAL
chr15:clu_3171_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUBGCP4
chr15:clu_3172_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TP53BP1
chr15:clu_3173_NA	Not enough valid samples	NA	NA	NA	NA	TP53BP1
chr15:clu_3174_NA	Success	-3.60159117462899e-06	1	1	1	MAP1A
chr15:clu_3175_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP1A
chr15:clu_3176_NA	<=1 sample with coverage>0	NA	NA	NA	NA	PPIP5K1
chr15:clu_3177_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPIP5K1
chr15:clu_3178_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_3179_NA	Not enough valid samples	NA	NA	NA	NA	CKMT1B
chr15:clu_3180_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CKMT1B
chr15:clu_3181_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr15:clu_3182_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CATSPER2
chr15:clu_3183_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CATSPER2
chr15:clu_3184_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CATSPER2
chr15:clu_3185_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SERF2
chr15:clu_3186_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CASC4
chr15:clu_3187_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CASC4
chr15:clu_3188_NA	Success	0.00100544087587906	1	0.964232565127972	1	CASC4
chr15:clu_3189_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTDSPL2
chr15:clu_3190_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPG11
chr15:clu_3191_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPG11
chr15:clu_3192_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPG11
chr15:clu_3193_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GATM
chr15:clu_3194_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr15:clu_3195_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC30A4
chr15:clu_3196_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BLOC1S6,RP11-96O20.4
chr15:clu_3197_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEMA6D
chr15:clu_3198_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEMA6D
chr15:clu_3199_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEMA6D
chr15:clu_3200_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEMA6D
chr15:clu_3201_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEMA6D
chr15:clu_3202_NA	Success	0.237673304634768	1	0.490537706669943	0.751895146100514	MYEF2
chr15:clu_3203_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYEF2
chr15:clu_3204_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYEF2
chr15:clu_3205_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYEF2
chr15:clu_3206_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYEF2
chr15:clu_3207_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBN1
chr15:clu_3208_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SECISBP2L
chr15:clu_3209_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	COPS2
chr15:clu_3210_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GALK2
chr15:clu_3211_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GALK2
chr15:clu_3212_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DTWD1
chr15:clu_3213_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DTWD1
chr15:clu_3214_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8B4
chr15:clu_3215_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8B4
chr15:clu_3216_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8B4
chr15:clu_3217_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP8
chr15:clu_3218_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP8
chr15:clu_3219_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP8
chr15:clu_3220_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRPM7
chr15:clu_3221_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRPM7
chr15:clu_3222_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRPM7
chr15:clu_3223_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPPL2A
chr15:clu_3224_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPPL2A
chr15:clu_3225_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AP4E1
chr15:clu_3226_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GLDN,RP11-108K3.1
chr15:clu_3227_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DMXL2
chr15:clu_3228_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DMXL2
chr15:clu_3229_NA	Success	8.16419620030604	2	0.000284665372158697	0.0027161820926809	DMXL2
chr15:clu_3230_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DMXL2
chr15:clu_3231_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LYSMD2
chr15:clu_3232_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMOD2
chr15:clu_3233_NA	Success	0.448398756169581	1	0.343641869619252	0.612866604256709	TMOD2
chr15:clu_3234_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAPK6
chr15:clu_3235_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr15:clu_3236_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO5C
chr15:clu_3237_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO5A
chr15:clu_3238_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO5A
chr15:clu_3239_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO5A
chr15:clu_3240_NA	Success	0.0452235988620941	1	0.763609404336622	0.983501426282825	MYO5A
chr15:clu_3241_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO5A
chr15:clu_3242_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO5A
chr15:clu_3243_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO5A
chr15:clu_3244_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARPP19
chr15:clu_3245_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARPP19
chr15:clu_3246_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM214A
chr15:clu_3247_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM214A
chr15:clu_3248_NA	Success	0.104311884058433	1	0.647848225358954	0.891304898929427	CCPG1,DYX1C1-CCPG1
chr15:clu_3249_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRTG
chr15:clu_3250_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TEX9
chr15:clu_3251_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MNS1
chr15:clu_3252_NA	Success	0.811707902571044	1	0.202616159352345	0.437095545095285	ZNF280D
chr15:clu_3253_NA	Success	1.41655004159111	1	0.0923399540461662	0.261759597735422	ZNF280D
chr15:clu_3254_NA	Success	0.00769700220962477	1	0.901257810566465	1	ZNF280D
chr15:clu_3255_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF280D
chr15:clu_3256_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF280D
chr15:clu_3257_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF280D
chr15:clu_3258_NA	<=1 sample with coverage>0	NA	NA	NA	NA	ZNF280D
chr15:clu_3259_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCF12
chr15:clu_3260_NA	Success	0.0778689004582702	1	0.693111327707441	0.932564594859012	TCF12
chr15:clu_3261_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCF12
chr15:clu_3262_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCF12
chr15:clu_3263_NA	Not enough valid samples	NA	NA	NA	NA	ADAM10
chr15:clu_3264_NA	Success	-0.00212057053499848	1	1	1	ADAM10
chr15:clu_3265_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ADAM10
chr15:clu_3266_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM63B
chr15:clu_3267_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM63B
chr15:clu_3268_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM63B
chr15:clu_3269_NA	Not enough valid samples	NA	NA	NA	NA	SLTM
chr15:clu_3270_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF111
chr15:clu_3271_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF111
chr15:clu_3272_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM81A
chr15:clu_3273_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BNIP2
chr15:clu_3274_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BNIP2
chr15:clu_3275_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BNIP2
chr15:clu_3276_NA	Not enough valid samples	NA	NA	NA	NA	ANXA2
chr15:clu_3277_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NARG2
chr15:clu_3278_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RORA
chr15:clu_3279_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_3280_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13C
chr15:clu_3281_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13C
chr15:clu_3282_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13C
chr15:clu_3283_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13C
chr15:clu_3284_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13C
chr15:clu_3285_NA	Success	0.183033291222728	1	0.545156163510881	0.80335110324319	VPS13C
chr15:clu_3286_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13C
chr15:clu_3287_NA	Success	13.0204117973982	1	3.34273846203651e-07	1.03444203757616e-05	VPS13C
chr15:clu_3288_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TLN2
chr15:clu_3289_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TLN2
chr15:clu_3290_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TLN2
chr15:clu_3291_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TPM1
chr15:clu_3292_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TPM1
chr15:clu_3293_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LACTB
chr15:clu_3294_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP3
chr15:clu_3295_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC1
chr15:clu_3296_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC1
chr15:clu_3297_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC1
chr15:clu_3298_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC1
chr15:clu_3299_NA	Not enough valid samples	NA	NA	NA	NA	HERC1
chr15:clu_3300_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC1
chr15:clu_3301_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC1
chr15:clu_3302_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC1
chr15:clu_3303_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HERC1
chr15:clu_3304_NA	Not enough valid samples	NA	NA	NA	NA	HERC1
chr15:clu_3305_NA	Success	3.19599163564993	1	0.0114636877476468	0.0560936857737419	HERC1
chr15:clu_3306_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DAPK2
chr15:clu_3307_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM96A
chr15:clu_3308_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPIB
chr15:clu_3309_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AC069368.3,PLEKHO2
chr15:clu_3310_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLEKHO2,ANKDD1A,AC069368.3
chr15:clu_3311_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKDD1A
chr15:clu_3312_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKDD1A
chr15:clu_3313_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DPP8
chr15:clu_3314_NA	Success	2.02440709612506	1	0.0442023841472769	0.157659908572414	DPP8
chr15:clu_3315_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DPP8
chr15:clu_3316_NA	Success	13.8205656364105	1	1.46040104435424e-07	5.76606619236414e-06	DPP8
chr15:clu_3317_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPLAD1
chr15:clu_3318_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VWA9
chr15:clu_3319_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	VWA9
chr15:clu_3320_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DENND4A
chr15:clu_3321_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DENND4A
chr15:clu_3322_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DENND4A
chr15:clu_3323_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DENND4A
chr15:clu_3324_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DENND4A
chr15:clu_3325_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DENND4A
chr15:clu_3326_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MEGF11
chr15:clu_3327_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MEGF11
chr15:clu_3328_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MEGF11
chr15:clu_3329_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP2K1
chr15:clu_3330_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPL4
chr15:clu_3331_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMAD3
chr15:clu_3332_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AAGAB
chr15:clu_3333_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IQCH
chr15:clu_3334_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP2K5
chr15:clu_3335_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAP2K5
chr15:clu_3336_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP2K5
chr15:clu_3337_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP2K5
chr15:clu_3338_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CORO2B
chr15:clu_3339_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CORO2B
chr15:clu_3340_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANP32A
chr15:clu_3341_NA	Success	0.161916926391314	1	0.56931269814504	0.824825627794224	RPLP1
chr15:clu_3342_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC49
chr15:clu_3343_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LRRC49
chr15:clu_3344_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO9A
chr15:clu_3345_NA	Success	2.07794138962328	1	0.0414901411599971	0.15176949568545	MYO9A
chr15:clu_3346_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO9A
chr15:clu_3347_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PKM
chr15:clu_3348_NA	Success	0.00142009775493079	1	0.957498071294686	1	PKM
chr15:clu_3349_NA	Success	0.151236421996146	1	0.582336306773455	0.834511979043312	PKM
chr15:clu_3350_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PKM
chr15:clu_3351_NA	Not enough valid samples	NA	NA	NA	NA	PARP6
chr15:clu_3352_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PARP6
chr15:clu_3353_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PARP6
chr15:clu_3354_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PARP6
chr15:clu_3355_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PARP6,CELF6
chr15:clu_3356_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PARP6
chr15:clu_3357_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CELF6
chr15:clu_3358_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CELF6
chr15:clu_3359_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-106M3.2,HEXA
